"Name"|"Age"|"Class.Dept"|"Ticket"|"Fare"|"Group"|"Ship"|"Joined"|"Job"|"Boat"|"Body"
"779"|"PERACCHIO, Sig. Alberto"|"20"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"780"|"PERACCHIO, Sig. Sebastiano"|"17"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"781"|"PEROTTI, Sig. Alfonso"|"20"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"782"|"PHILLIPS, Mr Walter John"|"35"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Storekeeper"|NA|NA
"783"|"PIATTI, Sig. Louis"|"17"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"784"|"PIAZZA, Sig. Pompeo"|"30"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|266
"785"|"POGGI, Sig. Emilio"|"28"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|301
"786"|"PRICE, Mr Ernest"|"17"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Barman"|NA|186
"787"|"RATTI, Sig. Enrico"|"21"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"788"|"RICALDONE, Sig. Rinaldo Renato"|"22"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"789"|"RIGOZZI, Sig. Abele"|"22"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|115
"790"|"ROTTA, Sig. Angelo Mario"|"23"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"791"|"ROUSSEAU, Mr Pierre"|"49"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Chef"|NA|NA
"792"|"SACCAGGI, Sig. Giovanni Giuseppe Emilio"|"24"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"793"|"SALUSSOLIA, Sig. Govanni"|"25"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Glass Man"|NA|NA
"794"|"SARTORI, Sig. Lazar"|"24"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Glass Man"|NA|NA
"795"|"SCAVINO, Sig. Candido"|"42"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Carver"|NA|NA
"796"|"SESIA, Sig. Giacomo"|"24"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"797"|"TESTONI, Sig. Ercole"|"23"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Glass Man"|NA|NA
"798"|"TIETZ, Sig. Carlo/Karl"|"27"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Kitchen Porter"|NA|NA
"799"|"TURVEY, Mr Charles"|"16"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Page Boy"|NA|NA
"800"|"URBINI, Sig. Roberto"|"22"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"801"|"VALVASSORI, Sig. Ettore Luigi"|"35"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"802"|"VICAT, Sig. Alphonse Jean Eugene"|"21"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Cook"|NA|NA
"803"|"VILLVARLANGE, Mr Pierre Léon Gabriel"|"19"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Soup Cook"|NA|NA
"804"|"VINE, Mr H."|"18"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Restaurant Controller"|NA|NA
"805"|"VIONI, Sig. Roberto"|"31"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"806"|"VOEGELIN-DUBACH, Sig. Johannes"|"35"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Waiter"|NA|NA
"807"|"ZANETTI, Sig. Minio"|"20"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Assistant Waiter"|NA|NA
"808"|"ZARRACCHI, Sig. L."|"26"|"A la Carte"|NA|NA|NA|NA|"Southampton"|"Wine Butler"|NA|NA
"809"|"ABELSON, Mr Samuel"|"30"|"2nd Class"|"3381"|"£24 "|""|NA|"Cherbourg"|""|""|NA
"810"|"ABELSON, Mrs "|"28"|"2nd Class"|"3381"|"£24 "|""|NA|"Cherbourg"|""|"10"|NA
"811"|"ALDWORTH, Mr Charles Augustus"|"30"|"2nd Class"|"248744"|"£13 "|"Servant"|NA|"Southampton"|"Chauffeur"|""|NA
"812"|"ANDREW, Mr Edgar Samuel"|"17"|"2nd Class"|"231945"|"£11 10s "|""|NA|"Southampton"|""|""|NA
"813"|"ANDREW, Mr Frank Thomas"|"25"|"2nd Class"|"34050"|"£10 10s "|""|NA|"Southampton"|"Miner"|""|NA
"814"|"ANGLE, Mr William A."|"32"|"2nd Class"|"226875"|"£26 "|""|NA|"Southampton"|""|""|NA
"815"|"ANGLE, Mrs Florence \"Mary\" Agnes"|"36"|"2nd Class"|"226875"|"£26 "|""|NA|"Southampton"|""|"11"|NA
"816"|"ASHBY, Mr John"|"57"|"2nd Class"|"244346"|"£13 "|""|NA|"Southampton"|""|""|NA
"817"|"BAILEY, Mr Percy"|"15"|"2nd Class"|"29108"|"£11 10s "|""|NA|"Southampton"|"Butcher's Assistant"|""|NA
"818"|"BAINBRIGGE, Mr Charles Robert"|"23"|"2nd Class"|"31030"|"£10 10s "|""|NA|"Southampton"|"Horse Trainer"|""|NA
"819"|"BALL, Mrs Ada E."|"36"|"2nd Class"|"28551"|"£13 "|""|NA|"Southampton"|""|"10"|NA
"820"|"BANFIELD, Mr Frederick James"|"28"|"2nd Class"|"34068"|"£10 10s "|""|NA|"Southampton"|"Miner"|""|NA
"821"|"BATEMAN, Fr Robert James"|"51"|"2nd Class"|"1166"|"£12 10s 6d"|""|NA|"Southampton"|"Priest / Minister"|""|174
"822"|"BEANE, Mr Edward"|"32"|"2nd Class"|"2908"|"£26 "|""|NA|"Southampton"|""|"13"|NA
"823"|"BEANE, Mrs Ethel"|"19"|"2nd Class"|"2908"|"£26 "|""|NA|"Southampton"|""|"13"|NA
"824"|"BEAUCHAMP, Mr Henry James"|"28"|"2nd Class"|"244358"|"£26 "|""|NA|"Southampton"|""|""|NA
"825"|"BECKER, Mrs Nellie E."|"35"|"2nd Class"|"230136"|"£39 "|""|NA|"Southampton"|""|"11"|NA
"826"|"BECKER, Miss Marion Louise"|"4"|"2nd Class"|"230136"|"£39 "|""|NA|"Southampton"|""|"11"|NA
"827"|"BECKER, Master Richard F."|"1"|"2nd Class"|"230136"|"£39 "|""|NA|"Southampton"|""|"11"|NA
"828"|"BECKER, Miss Ruth Elizabeth"|"12"|"2nd Class"|"230136"|"£39 "|""|NA|"Southampton"|""|"13"|NA
"829"|"BEESLEY, Mr Lawrence"|"34"|"2nd Class"|"248698"|"£13 "|""|NA|"Southampton"|"Teacher"|"13"|NA
"830"|"BENTHAM, Miss Lillian W."|"19"|"2nd Class"|"28404"|"£13 "|""|NA|"Southampton"|""|"12"|NA
"831"|"BERRIMAN, Mr William John"|"23"|"2nd Class"|"28425"|"£13 "|""|NA|"Southampton"|""|""|NA
"832"|"BOTSFORD, Mr William Hull"|"25"|"2nd Class"|"237670"|"£13 "|""|NA|"Southampton"|""|""|NA
"833"|"BOWENUR, Mr Solomon"|"42"|"2nd Class"|"211535"|"£13 "|""|NA|"Southampton"|"Merchant"|""|NA
"834"|"BRACKEN, Mr James H."|"29"|"2nd Class"|"220367"|"£13 "|""|NA|"Southampton"|"Stockman"|""|NA
"835"|"BRAILEY, Mr W. Theodore Ronald"|"24"|"2nd Class"|"250654"|""|"Musician"|NA|"Southampton"|"Musician"|""|NA
"836"|"BRICOUX, Mr Roger Marie"|"20"|"2nd Class"|"250654"|""|"Musician"|NA|"Southampton"|"Musician"|""|NA
"837"|"BRITO, Mr José Joaquim de"|"32"|"2nd Class"|"244360"|"£13 "|""|NA|"Southampton"|""|""|NA
"838"|"BROWN, Miss Amelia Mary \"Mildred\""|"18"|"2nd Class"|"248733"|"£13 "|"Servant"|NA|"Southampton"|"Cook (Personal)"|"11"|NA
"839"|"BROWN, Mr Thomas William Solomon"|"60"|"2nd Class"|"29750"|"£39 "|""|NA|"Southampton"|"Hotelier"|""|NA
"840"|"BROWN, Mrs Elizabeth Catherine"|"40"|"2nd Class"|"29750"|"£39 "|""|NA|"Southampton"|""|"14"|NA
"841"|"BROWN, Miss Edith Eileen"|"15"|"2nd Class"|"29750"|"£39 "|""|NA|"Southampton"|"Scholar"|"14"|NA
"842"|"BRYHL, Mr Kurt Arnold Gottfrid"|"25"|"2nd Class"|"236853"|"£26 "|""|NA|"Southampton"|""|""|NA
"843"|"BRYHL, Miss Dagmar Jenny Ingeborg"|"20"|"2nd Class"|"236853"|"£26 "|""|NA|"Southampton"|""|"12"|NA
"844"|"BUSS, Miss Kate"|"36"|"2nd Class"|"27849"|"£13 "|""|NA|"Southampton"|""|"9"|NA
"845"|"BUTLER, Mr Reginald Fenton"|"25"|"2nd Class"|"234686"|"£13 "|""|NA|"Southampton"|"Mechanical Engineer"|""|97
"846"|"BYLES, Fr Thomas Roussel Davids"|"42"|"2nd Class"|"244310"|"£13 "|""|NA|"Southampton"|"Priest / Minister"|""|NA
"847"|"BYSTRöM, Mrs Karolina"|"42"|"2nd Class"|"236852"|"£13 "|""|NA|"Southampton"|""|""|NA
"848"|"CALDWELL, Mr Albert Francis"|"26"|"2nd Class"|"248738"|"£29 "|""|NA|"Southampton"|""|"13"|NA
"849"|"CALDWELL, Mrs Sylvia Mae"|"28"|"2nd Class"|"248738"|"£29 "|""|NA|"Southampton"|""|"13"|NA
"850"|"CALDWELL, Master Alden Gates"|"10m"|"2nd Class"|"248738"|"£29 "|""|NA|"Southampton"|""|"13"|NA
"851"|"CAMERON, Miss Clear Annie"|"35"|"2nd Class"|"13528"|"£21 "|""|NA|"Southampton"|""|"14"|NA
"852"|"CAMPBELL, Mr William Henry"|"21"|"2nd Class"|"239853"|""|"H&W Guarantee Group"|NA|"Belfast"|""|""|NA
"853"|"CARBINES, Mr William"|"19"|"2nd Class"|"28424"|"£13 "|""|NA|"Southampton"|"Miner"|""|18
"854"|"CARTER, Fr Ernest Courtenay"|"54"|"2nd Class"|"244252"|"£26 "|""|NA|"Southampton"|"Priest / Minister"|""|NA
"855"|"CARTER, Mrs Lilian"|"45"|"2nd Class"|"244252"|"£26 "|""|NA|"Southampton"|""|""|NA
"856"|"CHAPMAN, Mr Charles Henry"|"52"|"2nd Class"|"248731"|"£13 10s "|""|NA|"Southampton"|""|""|130
"857"|"CHAPMAN, Mr John Henry"|"36"|"2nd Class"|"29037"|"£26 "|""|NA|"Southampton"|"Farmer"|""|17
"858"|"CHAPMAN, Mrs Sara Elizabeth"|"28"|"2nd Class"|"29037"|"£26 "|""|NA|"Southampton"|""|""|NA
"859"|"CHRISTY, Mrs Alice Frances"|"45"|"2nd Class"|"237789"|"£30 "|""|NA|"Southampton"|""|"12"|NA
"860"|"CHRISTY, Miss Rachel Juli Cohen"|"25"|"2nd Class"|"237789"|"£30 "|""|NA|"Southampton"|""|"12"|NA
"861"|"CLARKE, Mr Charles Valentine"|"29"|"2nd Class"|"2003"|"£26 "|""|NA|"Southampton"|"Dairy Worker"|""|NA
"862"|"CLARKE, Mrs Ada Maria"|"28"|"2nd Class"|"2003"|"£27 "|""|NA|"Southampton"|""|"14"|NA
"863"|"CLARKE, Mr John Frederick Preston"|"30"|"2nd Class"|"250654"|""|"Musician"|NA|"Southampton"|"Musician"|""|202
"864"|"COLERIDGE, Mr Reginald Charles"|"29"|"2nd Class"|"14263"|"£10 10s "|""|NA|"Southampton"|"Advertising Consultant"|""|NA
"865"|"COLLANDER, Mr Erik Gustaf"|"27"|"2nd Class"|"248740"|"£13 "|""|NA|"Southampton"|""|""|NA
"866"|"COLLETT, Mr Sidney Clarence Stuart"|"25"|"2nd Class"|"28034"|"£10 10s "|""|NA|"Southampton"|""|"9"|NA
"867"|"COLLYER, Mr Harvey"|"31"|"2nd Class"|"31921"|"£26 5s "|""|NA|"Southampton"|"Grocer"|""|NA
"868"|"COLLYER, Mrs Charlotte Annie"|"31"|"2nd Class"|"31921"|"£26 5s "|""|NA|"Southampton"|""|"14"|NA
"869"|"COLLYER, Miss Marjorie Charlotte \"Lottie\""|"8"|"2nd Class"|"31921"|"£26 5s "|""|NA|"Southampton"|""|"14"|NA
"870"|"COOK, Mrs Selena"|"22"|"2nd Class"|"14266"|"£10 10s "|""|NA|"Southampton"|""|"14"|NA
"871"|"CORBETT, Mrs Irene"|"30"|"2nd Class"|"237249"|"£13 "|""|NA|"Southampton"|"Musician"|""|NA
"872"|"COREY, Mrs Mary Phyllis Elizabeth"|"30"|"2nd Class"|"13534"|"£21 "|""|NA|"Southampton"|""|""|NA
"873"|"COTTERILL, Mr Henry \"Harry\""|"20"|"2nd Class"|"29107"|"£11 10s "|""|NA|"Southampton"|"Carpenter / Joiner"|""|NA
"874"|"CUNNINGHAM, Mr Alfred Fleming"|"21"|"2nd Class"|"239853"|""|"H&W Guarantee Group"|NA|"Belfast"|"Fitter"|""|NA
"875"|"DAVIES, Mr Charles Henry"|"21"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|NA
"876"|"DAVIES, Mrs Elizabeth Agnes Mary"|"48"|"2nd Class"|"33112"|"£36 15s "|""|NA|"Southampton"|""|"14"|NA
"877"|"DAVIES, Master John Morgan jr"|"8"|"2nd Class"|"33112"|"£36 15s "|""|NA|"Southampton"|""|"14"|NA
"878"|"DAVIS, Miss Mary"|"28"|"2nd Class"|"237668"|"£13 "|""|NA|"Southampton"|""|"13"|NA
"879"|"DEACON, Mr Percy William"|"20"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|NA
"880"|"DEL CARLO, Mr Sebastiano"|"29"|"2nd Class"|"2167"|"£27 14s 5d"|""|NA|"Cherbourg"|""|""|295
"881"|"DEL CARLO, Mrs Argene"|"24"|"2nd Class"|"2167"|"£27 14s 5d"|""|NA|"Cherbourg"|""|"11"|NA
"882"|"DENBUOY, Mr Albert (\"Herbert\")"|"25"|"2nd Class"|"31029"|"£31 10s "|""|NA|"Southampton"|""|""|NA
"883"|"DIBDEN, Mr William"|"18"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|NA
"884"|"DOLING, Mrs Ada Julia Elizabeth"|"34"|"2nd Class"|"231919"|"£23 "|""|NA|"Southampton"|""|""|NA
"885"|"DOLING, Miss Elsie"|"18"|"2nd Class"|"231919"|"£23 "|""|NA|"Southampton"|""|""|NA
"886"|"DOUTON, Mr William Joseph"|"55"|"2nd Class"|"28403"|"£26 "|""|NA|"Southampton"|"Quarryman"|""|NA
"887"|"DREW, Mr James Vivian"|"42"|"2nd Class"|"28220"|"£32 10s "|""|NA|"Southampton"|""|""|NA
"888"|"DREW, Mrs Lulu Thorne"|"34"|"2nd Class"|"28220"|"£32 10s "|""|NA|"Southampton"|""|"10"|NA
"889"|"DREW, Master Marshall Brines"|"8"|"2nd Class"|"28220"|"£32 10s "|""|NA|"Southampton"|""|"10"|NA
"890"|"DURAN Y MORE, Miss Florentina"|"30"|"2nd Class"|"2148"|"£13 17s 2d"|""|NA|"Cherbourg"|""|"12"|NA
"891"|"DURAN Y MORE, Miss Asuncion"|"27"|"2nd Class"|"2149"|"£13 17s 2d"|""|NA|"Cherbourg"|""|"12"|NA
"892"|"EITEMILLER, Mr George Floyd"|"23"|"2nd Class"|"29751"|"£13 "|""|NA|"Southampton"|""|""|NA
"893"|"ENANDER, Mr Ingvar"|"21"|"2nd Class"|"236854"|"£13 "|""|NA|"Southampton"|""|""|NA
"894"|"FAHLSTRøM, Mr Arne Joma"|"18"|"2nd Class"|"236171"|"£13 "|""|NA|"Southampton"|""|""|NA
"895"|"FAUNTHORPE, Mr Harry Bartram"|"40"|"2nd Class"|"2926"|"£26 "|""|NA|"Southampton"|""|""|286
"896"|"FILLBROOK, Mr Joseph Charles"|"18"|"2nd Class"|"15185"|"£10 10s "|""|NA|"Southampton"|"Painter & Decorator"|""|NA
"897"|"FOX, Mr Stanley Hubert"|"38"|"2nd Class"|"229236"|"£13 "|""|NA|"Southampton"|""|""|236
"898"|"FROST, Mr Anthony Wood"|"37"|"2nd Class"|"239854"|""|"H&W Guarantee Group"|NA|"Belfast"|"Fitter"|""|NA
"899"|"FUNK, Miss Annie Clemmer"|"38"|"2nd Class"|"237671"|"£13 "|""|NA|"Southampton"|"Missionary"|""|NA
"900"|"FYNNEY, Mr Joseph J."|"35"|"2nd Class"|"239865"|"£26 "|""|NA|"Southampton"|""|""|322
"901"|"GALE, Mr Harry"|"38"|"2nd Class"|"28664"|"£21 "|""|NA|"Southampton"|"Miner"|""|NA
"902"|"GALE, Mr Shadrach"|"33"|"2nd Class"|"28664"|"£21 "|""|NA|"Southampton"|"Miner"|""|NA
"903"|"GARSIDE, Miss Ethel"|"34"|"2nd Class"|"243880"|"£13 "|""|NA|"Southampton"|""|"12"|NA
"904"|"GASKELL, Mr Alfred"|"16"|"2nd Class"|"239865"|"£26 "|""|NA|"Southampton"|""|""|NA
"905"|"GAVEY, Mr Laurence"|"26"|"2nd Class"|"31028"|"£10 10s "|""|NA|"Southampton"|""|""|NA
"906"|"GILBERT, Mr William"|"47"|"2nd Class"|"30769"|"£10 10s "|""|NA|"Southampton"|""|""|NA
"907"|"GILES, Mr Edgar"|"21"|"2nd Class"|"28133"|"£11 10s "|""|NA|"Southampton"|"Carpenter / Joiner"|""|NA
"908"|"GILES, Mr Frederick Edward"|"20"|"2nd Class"|"28134"|"£11 10s "|""|NA|"Southampton"|"Carpenter / Joiner"|""|NA
"909"|"GILES, Mr Ralph"|"24"|"2nd Class"|"248726"|"£13 10s "|""|NA|"Southampton"|""|""|297
"910"|"GILL, Mr John William"|"24"|"2nd Class"|"233866"|"£13 "|""|NA|"Southampton"|"Chauffeur"|""|155
"911"|"GILLESPIE, Mr William Henry"|"34"|"2nd Class"|"12233"|"£13 "|""|NA|"Southampton"|"Clerk"|""|NA
"912"|"GIVARD, Mr Hans Kristensen"|"30"|"2nd Class"|"250646"|"£13 "|""|NA|"Southampton"|""|""|305
"913"|"GREENBERG, Mr Samuel"|"52"|"2nd Class"|"250647"|"£13 "|""|NA|"Southampton"|""|""|19
"914"|"HALE, Mr Reginald"|"30"|"2nd Class"|"250653"|"£13 "|""|NA|"Southampton"|"Gardener"|""|75
"915"|"HäMäLäINEN, Mrs Anna"|"23"|"2nd Class"|"250649"|"£14 10s "|""|NA|"Southampton"|""|"4"|NA
"916"|"HäMäLäINEN, Master Viljo Unto Johannes"|"8m"|"2nd Class"|"250649"|"£14 10s "|""|NA|"Southampton"|""|"4"|NA
"917"|"HARBECK, Mr William H."|"44"|"2nd Class"|"248746"|"£13 "|""|NA|"Southampton"|"Cinematographer"|""|35
"918"|"HARPER, Rev. John"|"39"|"2nd Class"|"248727"|"£33 "|""|NA|"Southampton"|"Priest / Minister"|""|NA
"919"|"HARPER, Miss Annie Jessie"|"6"|"2nd Class"|"248727"|"£33 "|""|NA|"Southampton"|""|"11"|NA
"920"|"HARRIS, Mr George"|"62"|"2nd Class"|"752"|"£10 10s "|""|NA|"Southampton"|""|"15"|NA
"921"|"HARRIS, Mr Walter"|"30"|"2nd Class"|"14208"|"£10 10s "|""|NA|"Southampton"|""|""|NA
"922"|"HART, Mr Benjamin"|"47"|"2nd Class"|"13529"|"£26 5s "|""|NA|"Southampton"|"Builder"|""|NA
"923"|"HART, Mrs Esther Ada"|"48"|"2nd Class"|"13529"|"£26 5s "|""|NA|"Southampton"|""|"14"|NA
"924"|"HART, Miss Eva Miriam"|"7"|"2nd Class"|"13529"|"£26 5s "|""|NA|"Southampton"|""|"14"|NA
"925"|"HARTLEY, Mr Wallace Henry"|"33"|"2nd Class"|"250654"|""|"Musician"|NA|"Southampton"|"Musician"|""|224
"926"|"HERMAN, Mr Samuel"|"49"|"2nd Class"|"220845"|"£65 "|""|NA|"Southampton"|"Farmer"|""|NA
"927"|"HERMAN, Mrs Jane"|"48"|"2nd Class"|"220845"|"£65 "|""|NA|"Southampton"|""|"9"|NA
"928"|"HERMAN, Miss Alice"|"23"|"2nd Class"|"220845"|"£65 "|""|NA|"Southampton"|""|"9"|NA
"929"|"HERMAN, Miss Kate"|"23"|"2nd Class"|"220845"|"£65 "|""|NA|"Southampton"|""|"9"|NA
"930"|"HEWLETT, Mrs Mary Dunbar"|"56"|"2nd Class"|"248706"|"£16 "|""|NA|"Southampton"|""|"13"|NA
"931"|"HICKMAN, Mr Leonard Mark"|"24"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|NA
"932"|"HICKMAN, Mr Lewis"|"30"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|256
"933"|"HICKMAN, Mr Stanley George"|"20"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|NA
"934"|"HILTUNEN, Miss Marta"|"18"|"2nd Class"|"250650"|"£13 "|""|NA|"Southampton"|""|""|NA
"935"|"HOCKING, Mr Richard George"|"23"|"2nd Class"|"29104"|"£11 10s "|""|NA|"Southampton"|"Baker"|""|NA
"936"|"HOCKING, Mrs Elizabeth \"Eliza\""|"54"|"2nd Class"|"29105"|"£23 "|""|NA|"Southampton"|""|"4"|NA
"937"|"HOCKING, Miss Ellen \"Nellie\""|"20"|"2nd Class"|"29105"|"£23 "|""|NA|"Southampton"|""|"4"|NA
"938"|"HOCKING, Mr Samuel James Metcalfe"|"36"|"2nd Class"|"242963"|"£13 "|""|NA|"Southampton"|"Painter & Decorator"|""|NA
"939"|"HODGES, Mr Henry Price"|"50"|"2nd Class"|"250643"|"£13 "|""|NA|"Southampton"|"Musical Instrument Vendor"|""|149
"940"|"HOLD, Mr Stephen"|"44"|"2nd Class"|"26707"|"£26 "|""|NA|"Southampton"|"Clerk"|""|NA
"941"|"HOLD, Mrs Annie Margaret"|"29"|"2nd Class"|"26707"|"£26 "|""|NA|"Southampton"|""|"10"|NA
"942"|"HOOD, Mr Ambrose Jr"|"22"|"2nd Class"|"14879"|"£73 10s "|""|NA|"Southampton"|""|""|NA
"943"|"HOSONO, Mr Masabumi"|"41"|"2nd Class"|"237798"|"£13 "|""|NA|"Southampton"|"Civil Servant"|"10"|NA
"944"|"HOWARD, Mr Benjamin"|"63"|"2nd Class"|"24065"|"£26 "|""|NA|"Southampton"|"Retired"|""|NA
"945"|"HOWARD, Mrs Ellen Truelove"|"60"|"2nd Class"|"24065"|"£26 "|""|NA|"Southampton"|""|""|NA
"946"|"HUME, Mr John Law"|"21"|"2nd Class"|"250654"|""|"Musician"|NA|"Southampton"|"Musician"|""|193
"947"|"HUNT, Mr George Henry"|"33"|"2nd Class"|"1585"|"£12 5s 6d"|""|NA|"Southampton"|"Gardener"|""|NA
"948"|"ILETT, Miss Bertha"|"17"|"2nd Class"|"14885"|"£10 10s "|""|NA|"Southampton"|""|""|NA
"949"|"JACOBSOHN, Mr Sidney Samuel"|"40"|"2nd Class"|"243847"|"£27 "|""|NA|"Southampton"|""|""|NA
"950"|"JACOBSOHN, Mrs Amy Frances Christy"|"24"|"2nd Class"|"243847"|"£27 "|""|NA|"Southampton"|""|"12"|NA
"951"|"JARVIS, Mr Denzil John"|"47"|"2nd Class"|"237565"|"£15 "|""|NA|"Southampton"|"Engineer"|""|NA
"952"|"JEFFERYS, Mr Clifford Thomas"|"24"|"2nd Class"|"31029"|"£31 10s "|""|NA|"Southampton"|""|""|NA
"953"|"JEFFERYS, Mr Ernest Wilfred"|"22"|"2nd Class"|"31029"|"£31 10s "|""|NA|"Southampton"|""|""|NA
"954"|"JENKIN, Mr Stephen Curnow"|"32"|"2nd Class"|"33111"|"£10 10s "|""|NA|"Southampton"|"Miner"|""|NA
"955"|"JERWAN, Mrs Marie Marthe"|"23"|"2nd Class"|"541"|"£13 15s 10d"|""|NA|"Cherbourg"|""|"11"|NA
"956"|"KANTOR, Mr Sinai"|"34"|"2nd Class"|"244367"|"£26 "|""|NA|"Southampton"|""|""|283
"957"|"KANTOR, Mrs Miriam"|"24"|"2nd Class"|"244367"|"£26 "|""|NA|"Southampton"|""|"12"|NA
"958"|"KARNES, Mrs Claire"|"28"|"2nd Class"|"13534"|"£21 "|""|NA|"Southampton"|""|""|NA
"959"|"KEANE, Mr Daniel"|"35"|"2nd Class"|"233734"|"£12 7s "|""|NA|"Queenstown"|""|""|NA
"960"|"KEANE, Miss Nora Agnes"|"46"|"2nd Class"|"226593"|"£12 7s "|""|NA|"Queenstown"|""|"10"|NA
"961"|"KELLY, Mrs Fanny Maria "|"45"|"2nd Class"|"223596"|"£13 10s "|""|NA|"Southampton"|""|"9"|NA
"962"|"KIRKLAND, Fr Charles Leonard"|"52"|"2nd Class"|"219533"|"£12 7s "|""|NA|"Queenstown"|"Priest / Minister"|""|NA
"963"|"KNIGHT, Mr Robert J."|"39"|"2nd Class"|"239855"|""|"H&W Guarantee Group"|NA|"Belfast"|"Fitter"|""|NA
"964"|"KRINS, Mr Georges Alexandre"|"23"|"2nd Class"|"250654"|""|"Musician"|NA|"Southampton"|"Musician"|""|NA
"965"|"KVILLNER, Mr Johan Henrik Johannesson"|"31"|"2nd Class"|"18723"|"£10 10s "|""|NA|"Southampton"|"Mechanical Engineer"|""|165
"966"|"LAHTINEN, Fr William"|"35"|"2nd Class"|"250651"|"£26 "|""|NA|"Southampton"|"Priest / Minister"|""|NA
"967"|"LAHTINEN, Mrs Anna Amelia"|"34"|"2nd Class"|"250651"|"£26 "|""|NA|"Southampton"|""|""|NA
"968"|"LAMB, Mr John Joseph"|"30"|"2nd Class"|"240261"|"£10 14s 2d"|""|NA|"Queenstown"|"Gentleman"|""|NA
"969"|"LAROCHE, Mr Joseph Philippe Lemercier"|"25"|"2nd Class"|"2123"|"£41 11s 7d"|""|NA|"Cherbourg"|"Engineer"|""|NA
"970"|"LAROCHE, Mrs Juliette Marie Louise"|"22"|"2nd Class"|"2123"|"£41 11s 7d"|""|NA|"Cherbourg"|""|"14"|NA
"971"|"LAROCHE, Miss Louise"|"1"|"2nd Class"|"2123"|"£41 11s 7d"|""|NA|"Cherbourg"|""|"14"|NA
"972"|"LAROCHE, Miss Simonne Marie Anne Andrée"|"3"|"2nd Class"|"2123"|"£41 11s 7d"|""|NA|"Cherbourg"|""|"14"|NA
"973"|"LEHMANN, Miss Bertha"|"17"|"2nd Class"|"1748"|"£12 "|""|NA|"Cherbourg"|""|"12"|NA
"974"|"LEITCH, Miss Jessie Wills"|"31"|"2nd Class"|"248727"|"£33 "|""|NA|"Southampton"|""|"11"|NA
"975"|"LEMORE, Mrs Amelia \"Milley\""|"34"|"2nd Class"|"34260"|"£10 10s "|""|NA|"Southampton"|""|"14"|NA
"976"|"LéVY, Mr René Jacques"|"36"|"2nd Class"|"2163"|"£12 17s 6d"|""|NA|"Southampton"|"Chemist"|""|NA
"977"|"LEYSON, Mr Robert William Norman"|"25"|"2nd Class"|"29566"|"£10 10s "|""|NA|"Southampton"|"Engineer"|""|108
"978"|"LINNANE, Mr John"|"61"|"2nd Class"|"235509"|"£12 7s "|""|NA|"Queenstown"|"Gentleman"|""|NA
"979"|"LOUCH, Mr Charles Alexander"|"50"|"2nd Class"|"3085"|"£26 "|""|NA|"Southampton"|"Saddler"|""|121
"980"|"LOUCH, Mrs Alice Adelaide"|"42"|"2nd Class"|"3085"|"£26 "|""|NA|"Southampton"|""|""|NA
